País,Total,Aérea,Marítima,Região,Continente,Ano,viagens_country,indicators_country,CountryID,Country,Year,AMA exchange rate,IMF based exchange rate,Population,Currency,Per capita GNI,"Agric, hunt, forest, fish (ISIC A-B)",Changes in inventories,Construction (ISIC F),Exports of goods and services,Final consumption expenditure,General gov final consumption expenditure,Gross capital formation,Gross fixed capital formation,Household consumption,Imports of goods and services,Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),Total Value Added,"Transport, storage and comms (ISIC I)","Wholesale, retail, restaurants, hotels",GNI (USD),Gross Domestic Product (GDP),travels_per_capita,travels_per_1000_people
Venezuela,4566,4541,25,América do Sul,América,2017,Venezuela,Venezuela (Bolivarian Republic of),862.0,Venezuela (Bolivarian Republic of),2017,8.1e-09,9.98e-11,30563433.0,Bolivar Digital,7705.0,21449098570.0,-21718178246.0,6923842514.0,76158539263.0,243000000000.0,22310122187.0,19096732499.0,40814910746.0,221000000000.0,90328693624.0,35373972750.0,82843729022.0,40740550283.0,231000000000.0,19077150121.0,59926586425.0,235000000000.0,248000000000.0,0.00014939421235827795,0.14939421235827796
Arabia Saudita,270,270,0,Ásia,Ásia,2017,Arabia Saudita,Saudi Arabia,682.0,Saudi Arabia,2017,3.75,3.75,34193122.0,Saudi Riyal,20451.0,17410713878.0,30073914467.0,41224558923.0,240000000000.0,452000000000.0,168000000000.0,199000000000.0,169000000000.0,284000000000.0,202000000000.0,88773671033.0,274000000000.0,238000000000.0,688000000000.0,44046108146.0,73325296886.0,699000000000.0,689000000000.0,7.89632488077573e-06,0.00789632488077573
Bangladesh,119,119,0,Ásia,Ásia,2017,Bangladesh,Bangladesh,50.0,Bangladesh,2017,80.43754167,80.43754167,161793964.0,Taka,1848.0,37441099487.0,,23399409791.0,37043685551.0,211000000000.0,17402011188.0,89423468830.0,89423468830.0,193000000000.0,49642939320.0,58008498312.0,66895032947.0,79195789610.0,276000000000.0,25608205868.0,43673914573.0,299000000000.0,289000000000.0,7.355033343518303e-07,0.0007355033343518303
China,11627,11417,210,Ásia,Ásia,2017,China,China,156.0,China,2017,6.758755086,6.758755086,1410275957.0,Yuan Renminbi,8718.0,957000000000.0,142000000000.0,857000000000.0,2420000000000.0,6750000000000.0,2010000000000.0,5300000000000.0,5150000000000.0,4740000000000.0,2210000000000.0,3460000000000.0,4070000000000.0,4100000000000.0,12300000000000.0,902000000000.0,1420000000000.0,12300000000000.0,12300000000000.0,8.244485727980116e-06,0.008244485727980116
"China, Hong Kong",847,831,16,Ásia,Ásia,2017,"China, Hong Kong","China, Hong Kong SAR",344.0,"China, Hong Kong SAR",2017,7.79325,7.79325,7461519.0,Hong Kong Dollar,47725.0,222756873.0,1408013345.0,16644403811.0,645000000000.0,263000000000.0,33547877971.0,75315176595.0,73907163250.0,229000000000.0,641000000000.0,3502903153.0,7991146184.0,191000000000.0,327000000000.0,30827960094.0,81114169313.0,356000000000.0,341000000000.0,0.00011351575999471422,0.11351575999471422
Cingapura,1545,1523,22,Ásia,Ásia,2017,Cingapura,Singapore,702.0,Singapore,2017,1.380925,1.380925,5764487.0,Singapore Dollar,55035.0,105581404.0,7004942339.0,12994261093.0,588000000000.0,156000000000.0,34981986712.0,93768017814.0,86763075475.0,121000000000.0,498000000000.0,63775657621.0,67756033094.0,139000000000.0,322000000000.0,36478302587.0,66252910187.0,317000000000.0,343000000000.0,0.00026802038065139186,0.2680203806513919
Filipinas,1765,1713,52,Ásia,Ásia,2017,Filipinas,Philippines,608.0,Philippines,2017,50.40371979,50.40371979,106738501.0,Philippine Peso,3417.0,33449042897.0,-306952467.0,21945888153.0,97073583139.0,274000000000.0,37195077223.0,83955649050.0,84262601516.0,237000000000.0,127000000000.0,64054407652.0,77014027560.0,109000000000.0,328000000000.0,22369799137.0,64928153738.0,365000000000.0,328000000000.0,1.6535739058205436e-05,0.016535739058205434
India,3712,3688,24,Ásia,Ásia,2017,India,India,356.0,India,2017,65.12156865,65.12156865,1354195680.0,Indian Rupee,1917.0,435000000000.0,36482659270.0,184000000000.0,493000000000.0,1820000000000.0,283000000000.0,813000000000.0,777000000000.0,1540000000000.0,576000000000.0,394000000000.0,511000000000.0,809000000000.0,2380000000000.0,153000000000.0,289000000000.0,2600000000000.0,2620000000000.0,2.7411105018441647e-06,0.0027411105018441645
Indonesia,502,496,6,Ásia,Ásia,2017,Indonesia,Indonesia,360.0,Indonesia,2017,13380.83388,13380.83388,264498852.0,Rupiah,3718.0,134000000000.0,15741642967.0,105000000000.0,205000000000.0,674000000000.0,92630230196.0,342000000000.0,327000000000.0,582000000000.0,195000000000.0,205000000000.0,295000000000.0,188000000000.0,977000000000.0,93338390664.0,161000000000.0,983000000000.0,1020000000000.0,1.8979288424283974e-06,0.0018979288424283973
Ira,847,847,0,Ásia,Ásia,2017,Ira,Iran (Islamic Republic of),364.0,Iran (Islamic Republic of),2017,33226.29815,33226.29815,84505076.0,Iranian Rial,5968.0,49499878789.0,49224666167.0,21422965579.0,115000000000.0,327000000000.0,80907476676.0,160000000000.0,111000000000.0,246000000000.0,111000000000.0,69272228260.0,161000000000.0,155000000000.0,487000000000.0,41293499277.0,59294631104.0,504000000000.0,504000000000.0,1.002306654336362e-05,0.01002306654336362
Israel,7577,7520,57,Ásia,Ásia,2017,Israel,Israel,376.0,Israel,2017,3.599555548,3.599555548,8309257.0,New Israeli Sheqel,42542.0,4289269943.0,3003345679.0,19741668087.0,105000000000.0,273000000000.0,79567360406.0,75045515172.0,72042169494.0,194000000000.0,97864381447.0,40283030341.0,46307879215.0,172000000000.0,321000000000.0,39419755259.0,39096558225.0,353000000000.0,355000000000.0,0.0009118745514791515,0.9118745514791515
Japao,9464,8542,922,Ásia,Ásia,2017,Japao,Japan,392.0,Japan,2017,112.1661411,112.1661411,126662472.0,Yen,40369.0,55641568300.0,10230359973.0,269000000000.0,867000000000.0,3650000000000.0,957000000000.0,1240000000000.0,1230000000000.0,2690000000000.0,830000000000.0,1010000000000.0,1160000000000.0,2160000000000.0,4910000000000.0,501000000000.0,769000000000.0,5110000000000.0,4930000000000.0,7.471826382797898e-05,0.07471826382797898
Libano,525,525,0,Ásia,Ásia,2017,Libano,Lebanon,422.0,Lebanon,2017,1507.5,1507.5,6109252.0,Lebanese Pound,8646.0,1481016184.0,208864546.0,2145117946.0,11627344114.0,54519682177.0,7004276793.0,11553636720.0,11344772174.0,47515405384.0,24672982325.0,4394876670.0,5770260200.0,28301728706.0,49389224559.0,2894805811.0,8796295713.0,52818451126.0,53027680686.0,8.59352339697233e-05,0.0859352339697233
Malasia,1523,1511,12,Ásia,Ásia,2017,Malasia,Malaysia,458.0,Malaysia,2017,4.300440878,4.300440878,31975806.0,Malaysian Ringgit,9699.0,27437886337.0,1545694776.0,15475548646.0,223000000000.0,216000000000.0,38907670577.0,81523898590.0,79978203814.0,177000000000.0,201000000000.0,69713197212.0,106000000000.0,75829674278.0,315000000000.0,28561063736.0,61169802931.0,310000000000.0,319000000000.0,4.76297610762337e-05,0.0476297610762337
Paquistao,302,302,0,Ásia,Ásia,2017,Paquistao,Pakistan,586.0,Pakistan,2017,105.4551621,105.4551621,216379655.0,Pakistan Rupee,1622.0,74046048059.0,5394189272.0,9732439642.0,27718079818.0,313000000000.0,36254816794.0,55064191168.0,49670001896.0,276000000000.0,58157531396.0,38094256559.0,51287057863.0,78410348401.0,315000000000.0,40564301598.0,60548197675.0,351000000000.0,337000000000.0,1.3956949880523655e-06,0.0013956949880523655
Republica da Coreia,3597,3556,41,Ásia,Ásia,2017,Republica da Coreia,Republic of Korea,410.0,Republic of Korea,2017,1130.424621,1130.424621,51511639.0,Won,31653.0,30054458618.0,12609863349.0,89520873924.0,665000000000.0,1020000000000.0,250000000000.0,524000000000.0,512000000000.0,772000000000.0,588000000000.0,438000000000.0,475000000000.0,616000000000.0,1490000000000.0,119000000000.0,155000000000.0,1630000000000.0,1620000000000.0,6.982887886755069e-05,0.06982887886755068
Siria,195,195,0,Ásia,Ásia,2017,Siria,Syrian Arab Republic,760.0,Syrian Arab Republic,2017,492.6108333,492.6108333,18983373.0,Syrian Pound,1033.0,3478582184.0,1596148290.0,571186860.0,5451083687.0,12112786106.0,2034884331.0,4822004818.0,3225856528.0,10077901775.0,5502013281.0,789341549.0,4517632392.0,2921697153.0,16883859067.0,1599467451.0,3795293028.0,19615648593.0,16883861331.0,1.0272147104732125e-05,0.010272147104732125
Tailandia,706,685,21,Ásia,Ásia,2017,Tailandia,Thailand,764.0,Thailand,2017,33.93981106,33.93981106,70898202.0,Baht,6148.0,38363236549.0,-794406308.0,11630265099.0,304000000000.0,298000000000.0,74378817130.0,105000000000.0,105000000000.0,223000000000.0,247000000000.0,123000000000.0,148000000000.0,126000000000.0,456000000000.0,37786185605.0,94195751257.0,436000000000.0,456000000000.0,9.957939412906408e-06,0.009957939412906408
Taiwan,936,905,31,Ásia,Ásia,2017,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outros,2008,1992,16,Ásia,Ásia,2017,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alemanha,52196,50782,1414,Europa,Europa,2017,Alemanha,Germany,276.0,Germany,2017,0.885205508,0.885205508,82624374.0,Euro,45735.0,31436767779.0,13398018753.0,156000000000.0,1740000000000.0,2660000000000.0,732000000000.0,774000000000.0,760000000000.0,1920000000000.0,1480000000000.0,753000000000.0,858000000000.0,1600000000000.0,3330000000000.0,298000000000.0,385000000000.0,3780000000000.0,3690000000000.0,0.0006317264200997154,0.6317264200997155
Austria,6930,6851,79,Europa,Europa,2017,Austria,Austria,40.0,Austria,2017,0.885205508,0.885205508,8797496.0,Euro,46985.0,5051098257.0,2945813120.0,23890870315.0,226000000000.0,300000000000.0,81321127498.0,104000000000.0,101000000000.0,219000000000.0,212000000000.0,70278076016.0,82142981851.0,165000000000.0,372000000000.0,34234400619.0,62237220041.0,413000000000.0,417000000000.0,0.0007877241433244187,0.7877241433244186
Belgica,6996,6930,66,Europa,Europa,2017,Belgica,Belgium,56.0,Belgium,2017,0.885205508,0.885205508,11384489.0,Euro,44567.0,3343856282.0,5900437753.0,22762962738.0,418000000000.0,375000000000.0,116000000000.0,123000000000.0,117000000000.0,259000000000.0,413000000000.0,62489218021.0,73945653736.0,244000000000.0,449000000000.0,43904042210.0,60773571219.0,507000000000.0,503000000000.0,0.0006145203355196707,0.6145203355196707
Bulgaria,860,844,16,Europa,Europa,2017,Bulgaria,Bulgaria,100.0,Bulgaria,2017,1.735458333,1.735458333,7182428.0,Bulgarian Lev,8057.0,2392278697.0,894000144.0,2103017935.0,39661395885.0,44922484454.0,9221368034.0,11725259898.0,10831259754.0,35701116420.0,37108295119.0,8295042136.0,12090926989.0,19805085112.0,50912256608.0,5922239562.0,8598708314.0,57868250750.0,59200845118.0,0.00011973666843579915,0.11973666843579915
Croacia,1076,1069,7,Europa,Europa,2017,Croacia,Croatia,191.0,Croatia,2017,6.623831,6.623831,4192467.0,Croatian Kuna,13365.0,1626430384.0,1161684228.0,2111285750.0,27661077102.0,43761684137.0,11657166374.0,12231637552.0,11069953325.0,32104517763.0,27330573500.0,7174413115.0,9267356006.0,20794763635.0,46685369841.0,4434669302.0,8450864764.0,56033736368.0,56323840388.0,0.0002566507977284019,0.25665079772840194
Dinamarca,6114,6085,29,Europa,Europa,2017,Dinamarca,Denmark,208.0,Denmark,2017,6.602893466,6.602893466,5737284.0,Danish Krone,59155.0,4333554698.0,2234882643.0,16142317085.0,183000000000.0,235000000000.0,81077670235.0,73242865650.0,71007983006.0,154000000000.0,159000000000.0,43206815540.0,52750510335.0,145000000000.0,289000000000.0,28915050802.0,42083065772.0,339000000000.0,332000000000.0,0.001065661034036314,1.065661034036314
Eslovaquia,753,751,2,Europa,Europa,2017,Eslovaquia,Slovakia,703.0,Slovakia,2017,0.885205508,0.885205508,5439417.0,Euro,17268.0,1999441919.0,1828268108.0,7043305698.0,90938562004.0,71595404014.0,18075025348.0,22055916753.0,20227648645.0,53520378666.0,88939916510.0,17168920503.0,20431225101.0,35462399078.0,85699773997.0,9948414145.0,10814988057.0,93926182365.0,95649966261.0,0.00013843395349170693,0.13843395349170692
Eslovenia,593,584,9,Europa,Europa,2017,Eslovenia,Slovenia,705.0,Slovenia,2017,0.885205508,0.885205508,2098392.0,Euro,22738.0,893905418.0,826492824.0,2262220446.0,40389935067.0,34494988694.0,8965991429.0,9732474459.0,8905981635.0,25528997265.0,36028299307.0,9996287774.0,11509153417.0,17040862104.0,42216168619.0,4431279475.0,6078747759.0,47713349731.0,48589100043.0,0.0002825973412022158,0.2825973412022158
Espanha,28426,28182,244,Europa,Europa,2017,Espanha,Spain,724.0,Spain,2017,0.885205508,0.885205508,46584170.0,Euro,28201.0,36600540436.0,7269498371.0,70109143493.0,461000000000.0,1010000000000.0,245000000000.0,255000000000.0,248000000000.0,766000000000.0,414000000000.0,149000000000.0,193000000000.0,562000000000.0,1190000000000.0,99052704915.0,229000000000.0,1310000000000.0,1310000000000.0,0.0006102072871535545,0.6102072871535545
Estonia,333,332,1,Europa,Europa,2017,Estonia,Estonia,233.0,Estonia,2017,0.885205508,0.885205508,1317549.0,Euro,19933.0,642449685.0,140580915.0,1558621119.0,20411337064.0,18707253678.0,5184855897.0,7125083318.0,6984502403.0,13522397780.0,19319287827.0,3664685736.0,4902929274.0,9666794795.0,23357400973.0,3118936760.0,3467669339.0,26262263150.0,26924385103.0,0.00025274202325682005,0.25274202325682005
Finlandia,2215,2187,28,Europa,Europa,2017,Finlandia,Finland,246.0,Finland,2017,0.885205508,0.885205508,5508140.0,Euro,46436.0,5920659046.0,1606406633.0,15831352007.0,95994657971.0,194000000000.0,58255398908.0,61373318955.0,59766912322.0,136000000000.0,95877171128.0,38861032471.0,46548512876.0,105000000000.0,221000000000.0,23282729047.0,24091580769.0,256000000000.0,256000000000.0,0.00040213211719382586,0.40213211719382586
Franca,78894,78398,496,Europa,Europa,2017,Franca,France,250.0,France,2017,0.885205508,0.885205508,66392217.0,Euro,39972.0,40027993126.0,24403372774.0,128000000000.0,803000000000.0,2010000000000.0,614000000000.0,608000000000.0,584000000000.0,1400000000000.0,831000000000.0,263000000000.0,320000000000.0,1290000000000.0,2310000000000.0,228000000000.0,303000000000.0,2650000000000.0,2600000000000.0,0.0011883019360537396,1.1883019360537397
Grecia,1666,1654,12,Europa,Europa,2017,Grecia,Greece,300.0,Greece,2017,0.885205508,0.885205508,10692228.0,Euro,18597.0,7706777620.0,462612350.0,2552086469.0,70013677526.0,179000000000.0,40954716912.0,24026625231.0,23564012882.0,138000000000.0,73032851012.0,16203452041.0,24883940276.0,88729795812.0,174000000000.0,17991750900.0,32495397658.0,199000000000.0,200000000000.0,0.0001558141109598486,0.1558141109598486
Holanda,17187,16960,227,Europa,Europa,2017,Holanda,Netherlands,528.0,Netherlands,2017,0.885205508,0.885205508,17207198.0,Euro,47904.0,15473243074.0,3537031764.0,33856544859.0,695000000000.0,572000000000.0,203000000000.0,172000000000.0,168000000000.0,370000000000.0,606000000000.0,92162779420.0,114000000000.0,393000000000.0,747000000000.0,73371662731.0,118000000000.0,824000000000.0,834000000000.0,0.0009988261889007147,0.9988261889007147
Hungria,1088,1079,9,Europa,Europa,2017,Hungria,Hungary,348.0,Hungary,2017,274.4333333,274.4333333,9788941.0,Forint,14028.0,5372714685.0,1111475768.0,5143117940.0,123000000000.0,101000000000.0,28898388194.0,33063567351.0,31952091583.0,71689647759.0,114000000000.0,27372338151.0,30877765092.0,51863998542.0,121000000000.0,13438874043.0,14677273169.0,137000000000.0,143000000000.0,0.00011114583283319411,0.11114583283319411
Irlanda,3967,3908,59,Europa,Europa,2017,Irlanda,Ireland,372.0,Ireland,2017,0.885205508,0.885205508,4771854.0,Euro,56059.0,3962418859.0,4744717425.0,8447858639.0,407000000000.0,148000000000.0,41453392074.0,116000000000.0,112000000000.0,107000000000.0,333000000000.0,107000000000.0,112000000000.0,111000000000.0,310000000000.0,43231346442.0,31134305811.0,268000000000.0,336000000000.0,0.0008313330625790311,0.8313330625790312
Italia,37683,37022,661,Europa,Europa,2017,Italia,Italy,380.0,Italy,2017,0.885205508,0.885205508,60004032.0,Euro,32877.0,38700052903.0,9246666366.0,74654980547.0,603000000000.0,1550000000000.0,369000000000.0,354000000000.0,345000000000.0,1180000000000.0,547000000000.0,293000000000.0,343000000000.0,860000000000.0,1760000000000.0,165000000000.0,278000000000.0,1970000000000.0,1960000000000.0,0.0006280077978759827,0.6280077978759827
Letonia,396,383,13,Europa,Europa,2017,Letonia,Latvia,428.0,Latvia,2017,0.885205508,0.885205508,1954862.0,Euro,15555.0,1082904468.0,395307075.0,1557691392.0,18774805223.0,23995918238.0,5575570818.0,6679941488.0,6284634413.0,18420347420.0,18966860060.0,3191709692.0,4248442836.0,11590992040.0,26631558186.0,3747429234.0,4404098216.0,30407328862.0,30483806018.0,0.00020257184394601767,0.20257184394601765
Lituania,594,588,6,Europa,Europa,2017,Lituania,Lithuania,440.0,Lithuania,2017,0.885205508,0.885205508,2904450.0,Euro,15849.0,1675143214.0,-474827592.0,2870027328.0,35148120645.0,37491519980.0,7784048942.0,9160660349.0,9635487941.0,29707471038.0,34041564042.0,8105069312.0,9497739137.0,13723639185.0,42907396808.0,6719331211.0,8421516733.0,46031954862.0,47758736932.0,0.00020451376336311523,0.20451376336311522
Luxemburgo,725,723,2,Europa,Europa,2017,Luxemburgo,Luxembourg,442.0,Luxembourg,2017,0.885205508,0.885205508,596283.0,Euro,78874.0,154142737.0,1034606079.0,3170172320.0,127000000000.0,32467906866.0,10658095676.0,12412845263.0,11378239184.0,21809811190.0,106000000000.0,3138353720.0,3938792707.0,39737513686.0,59886081260.0,6120599058.0,6764860752.0,47031112675.0,65712180343.0,0.001215865620854527,1.215865620854527
Noruega,8173,8160,13,Europa,Europa,2017,Noruega,Norway,578.0,Norway,2017,8.271666667,8.271666667,5277392.0,Norwegian Krone,78264.0,7874108402.0,12992665726.0,23442071328.0,145000000000.0,274000000000.0,95638525086.0,111000000000.0,97897320169.0,178000000000.0,131000000000.0,25498730606.0,95244529518.0,161000000000.0,353000000000.0,32026556518.0,33265484586.0,413000000000.0,398000000000.0,0.0015486816215282094,1.5486816215282093
Polonia,9813,9771,42,Europa,Europa,2017,Polonia,Poland,616.0,Poland,2017,3.779333333,3.779333333,38532812.0,Zloty,13038.0,15122772976.0,12761774563.0,32611042512.0,273000000000.0,405000000000.0,92829864174.0,105000000000.0,92277650379.0,312000000000.0,258000000000.0,88545775269.0,117000000000.0,160000000000.0,462000000000.0,50786734874.0,87674722173.0,502000000000.0,525000000000.0,0.0002546660752399799,0.2546660752399799
Portugal,41614,41463,151,Europa,Europa,2017,Portugal,Portugal,620.0,Portugal,2017,0.885205508,0.885205508,10307530.0,Euro,20971.0,4639370137.0,827650747.0,7754473889.0,94573528088.0,181000000000.0,38039772330.0,38132712330.0,37305061583.0,143000000000.0,92339158801.0,27321113317.0,34563099432.0,90728028972.0,192000000000.0,16263268660.0,37693415471.0,216000000000.0,221000000000.0,0.00403724267598542,4.0372426759854205
Reino Unido,69263,68515,748,Europa,Europa,2017,Reino Unido,United Kingdom,826.0,United Kingdom,2017,0.777002598,0.777002598,66064804.0,Pound Sterling,40180.0,15896986741.0,4989687305.0,149000000000.0,823000000000.0,2230000000000.0,499000000000.0,492000000000.0,487000000000.0,1730000000000.0,862000000000.0,241000000000.0,327000000000.0,1340000000000.0,2390000000000.0,244000000000.0,315000000000.0,2650000000000.0,2680000000000.0,0.0010484099824166586,1.0484099824166586
Republica Tcheca,1570,1554,16,Europa,Europa,2017,Republica Tcheca,Czechia,203.0,Czechia,2017,23.37633333,23.37633333,10531305.0,Czech Koruna,19585.0,4498524148.0,2936816438.0,10752456188.0,173000000000.0,145000000000.0,41011008285.0,57656005362.0,54719188923.0,104000000000.0,156000000000.0,51450669481.0,60757347174.0,72167733748.0,196000000000.0,22197578748.0,26090875387.0,206000000000.0,219000000000.0,0.00014907934011976673,0.14907934011976673
Romenia,2000,1984,16,Europa,Europa,2017,Romenia,Romania,642.0,Romania,2017,4.052491667,4.052491667,19698853.0,New Leu,10587.0,9328112951.0,2233045924.0,11461935969.0,88964377883.0,165000000000.0,33096403653.0,50298881964.0,48065836039.0,132000000000.0,94191828484.0,41635816648.0,49712427951.0,70966438343.0,190000000000.0,24946800220.0,23681356532.0,209000000000.0,210000000000.0,0.00010152875398379794,0.10152875398379795
Russia,7333,7252,81,Europa,Europa,2017,Russia,Russian Federation,643.0,Russian Federation,2017,58.34280119,58.34280119,145452536.0,Russian Ruble,10534.0,55941253441.0,25574706214.0,106000000000.0,411000000000.0,1120000000000.0,290000000000.0,372000000000.0,346000000000.0,829000000000.0,327000000000.0,197000000000.0,376000000000.0,530000000000.0,1420000000000.0,109000000000.0,244000000000.0,1530000000000.0,1570000000000.0,5.0415071484212556e-05,0.05041507148421256
Servia,680,676,4,Europa,Europa,2017,Servia,Serbia,688.0,Serbia,2017,107.75885,107.75885,7464880.0,Serbian Dinar,5535.0,2656997175.0,812188500.0,1819984530.0,22297854646.0,38439936022.0,7130727546.0,8648186865.0,7835998365.0,31309208476.0,25206898075.0,6665161794.0,9702878975.0,12913878350.0,36680697966.0,3913200726.0,5673758211.0,41320185327.0,44179075315.0,9.109322587904963e-05,0.09109322587904962
Suecia,7863,7822,41,Europa,Europa,2017,Suecia,Sweden,752.0,Sweden,2017,8.548860833,8.548860833,10058190.0,Swedish Krona,54722.0,7809812477.0,3000984634.0,32442100229.0,237000000000.0,388000000000.0,141000000000.0,139000000000.0,136000000000.0,247000000000.0,223000000000.0,70578760348.0,87276540646.0,232000000000.0,480000000000.0,59355978521.0,60754644405.0,550000000000.0,541000000000.0,0.0007817509909834672,0.7817509909834671
Suica,15853,15685,168,Europa,Europa,2017,Suica,Switzerland,756.0,Switzerland,2017,0.984691667,0.984691667,8451687.0,Swiss Franc,81118.0,4389036130.0,-7880052470.0,34333787172.0,458000000000.0,451000000000.0,79828020954.0,177000000000.0,185000000000.0,371000000000.0,382000000000.0,126000000000.0,138000000000.0,329000000000.0,683000000000.0,57323575325.0,120000000000.0,686000000000.0,704000000000.0,0.0018757201964530869,1.875720196453087
Turquia,2651,2635,16,Europa,Europa,2017,Turquia,Turkiye,792.0,Turkiye,2017,3.648132635,3.648132635,82089826.0,New Turkish Lira,10232.0,51871140365.0,7190362199.0,72934502003.0,224000000000.0,627000000000.0,124000000000.0,264000000000.0,256000000000.0,503000000000.0,255000000000.0,151000000000.0,177000000000.0,244000000000.0,762000000000.0,91083187266.0,125000000000.0,840000000000.0,859000000000.0,3.229389230280498e-05,0.03229389230280498
Ucrania,1657,1623,34,Europa,Europa,2017,Ucrania,Ukraine,804.0,Ukraine,2017,26.5966063,26.5966063,44657257.0,Hryvnia,2546.0,11408184810.0,4689696068.0,2422527118.0,53943461200.0,98438348505.0,23184198504.0,22378569404.0,17688873336.0,75254150000.0,62669875292.0,13428780949.0,23682006377.0,29706459203.0,94632599799.0,11321782810.0,16091639481.0,114000000000.0,112000000000.0,3.710483158425964e-05,0.03710483158425964
Outros,1462,1434,28,Europa,Europa,2017,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,12951,11292,1659,Oceania,Oceania,2017,Australia,Australia,36.0,Australia,2017,1.304758077,1.304758077,24590334.0,Australian Dollar,55633.0,34714481411.0,2388948615.0,109000000000.0,309000000000.0,1060000000000.0,281000000000.0,347000000000.0,344000000000.0,779000000000.0,304000000000.0,81601334301.0,232000000000.0,697000000000.0,1320000000000.0,99759489765.0,145000000000.0,1370000000000.0,1410000000000.0,0.0005266703575478072,0.5266703575478072
Nova Zelandia,2832,2446,386,Oceania,Oceania,2017,Nova Zelandia,New Zealand,554.0,New Zealand,2017,1.407408333,1.407408333,4746252.0,New Zealand Dollar,41898.0,12218202488.0,1520525315.0,13512780584.0,56953620425.0,156000000000.0,37012712492.0,48969441467.0,47448916152.0,119000000000.0,54997542765.0,21062117722.0,28764217918.0,97054278254.0,189000000000.0,13919911895.0,23614326570.0,199000000000.0,207000000000.0,0.0005966813392967756,0.5966813392967756
Outros,11,11,0,Oceania,Oceania,2017,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paises nao especificados,0,0,0,Desconhecido,Oceania,2017,Paises nao especificados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa do Sul,2816,2660,156,África,África,2018,Africa do Sul,South Africa,710.0,South Africa,2018,13.24091113,13.24091113,57339635.0,Rand,6848.0,9153767622.0,985089316.0,12337177210.0,111000000000.0,337000000000.0,78409759487.0,65392519504.0,64407430188.0,258000000000.0,109000000000.0,50460678252.0,83000573661.0,178000000000.0,364000000000.0,30662479891.0,50575396158.0,393000000000.0,404000000000.0,4.911088115576599e-05,0.04911088115576599
Angola,3211,3211,0,África,África,2018,Angola,Angola,24.0,Angola,2018,252.8557477,252.8557477,31273533.0,Kwanza,2976.0,8724222727.0,683853105.0,10854794577.0,41388891319.0,67740443698.0,10616287504.0,18111232242.0,17427379137.0,57124156194.0,25887355607.0,6214146278.0,37725362262.0,19495514600.0,101000000000.0,3419642544.0,20876433204.0,93075195256.0,101000000000.0,0.00010267468021601525,0.10267468021601525
Cabo Verde,100,99,1,África,África,2018,Cabo Verde,Cabo Verde,132.0,Cabo Verde,2018,93.41357891,93.41357891,571202.0,Cabo Verde Escudo,3361.0,104066953.0,,187658046.0,962654516.0,1561541601.0,350010942.0,779495491.0,779495491.0,1211530659.0,1337190046.0,132636269.0,191468618.0,605534716.0,1680798880.0,245529217.0,346541331.0,1919739807.0,1966501562.0,0.00017506941502305664,0.17506941502305665
Egito,546,541,5,África,África,2018,Egito,Egypt,818.0,Egypt,2018,17.76729042,17.76729042,103740765.0,Egyptian Pound,2347.0,28034559477.0,1013097640.0,14471320153.0,47232863317.0,234000000000.0,20858554749.0,41598914773.0,40585817133.0,213000000000.0,73342640834.0,40443415524.0,72850127514.0,66795520964.0,244000000000.0,22423916053.0,39406624267.0,243000000000.0,250000000000.0,5.263119083419136e-06,0.005263119083419136
Gana,75,75,0,África,África,2018,Gana,Ghana,288.0,Ghana,2018,4.586816667,4.586816667,30870641.0,Cedi,2081.0,12201732137.0,975679363.0,4197198209.0,22507459554.0,52744779991.0,4779885129.0,15237799713.0,14262120350.0,47964894862.0,23213011617.0,6808524987.0,16778261258.0,11146499468.0,62562805638.0,6134739624.0,12104374941.0,64248985100.0,67277027642.0,2.429492798675609e-06,0.002429492798675609
Marrocos,2804,2797,7,África,África,2018,Marrocos,Morocco,504.0,Morocco,2018,9.386102421,9.386102421,35927511.0,Moroccan Dirham,3491.0,14396604036.0,5198963085.0,7046375272.0,43077518428.0,98636468950.0,22916008195.0,40926891991.0,35727928906.0,75720460754.0,55299737497.0,18936081456.0,25096252889.0,42381063210.0,114000000000.0,7352359574.0,17847557217.0,125000000000.0,127000000000.0,7.80460410964734e-05,0.0780460410964734
Mocambique,622,622,0,África,África,2018,Mocambique,Mozambique,508.0,Mozambique,2018,60.32620764,60.32620764,29423878.0,Metical,497.0,3647169456.0,520927507.0,207939141.0,6661131674.0,12977304136.0,3241865919.0,7429799766.0,6908872259.0,9735438217.0,12222834984.0,1293947137.0,3554580103.0,2957300283.0,13348014764.0,1320100983.0,1660924797.0,14632427982.0,14845400592.0,2.113929373959476e-05,0.02113929373959476
